Instrument,Date
601377.SH,2022-04-01
601377.SH,2022-04-29
601377.SH,2022-05-05
601377.SH,2022-05-31
601377.SH,2022-06-01
601377.SH,2022-06-30
601377.SH,2022-07-01
601377.SH,2022-07-29
601377.SH,2022-08-01
601377.SH,2022-08-31
601377.SH,2022-09-01
601377.SH,2022-09-30
601377.SH,2022-10-10
601377.SH,2022-10-31
601377.SH,2022-11-01
601377.SH,2022-11-30
601377.SH,2022-12-01
601377.SH,2022-12-30
601377.SH,2023-01-03
601377.SH,2023-01-31
601377.SH,2023-02-01
601377.SH,2023-02-28
601377.SH,2023-03-01
601377.SH,2023-03-31
601377.SH,2023-04-03
601377.SH,2023-04-28
601377.SH,2023-05-31
601377.SH,2023-06-01
601377.SH,2023-06-02
601377.SH,2023-06-30
601377.SH,2023-07-03
601377.SH,2023-07-31
601377.SH,2023-08-01
601377.SH,2023-08-31
601377.SH,2023-09-01
601377.SH,2023-09-28
601377.SH,2023-10-09
601377.SH,2023-10-31
601377.SH,2023-11-01
601377.SH,2023-11-30
601377.SH,2023-12-01
601377.SH,2023-12-29
601377.SH,2024-01-02
601377.SH,2024-01-31
601377.SH,2024-02-01
601377.SH,2024-02-29
601377.SH,2024-03-01
601377.SH,2024-03-29
601377.SH,2024-04-01
601377.SH,2024-04-30
601377.SH,2024-05-06
601377.SH,2024-05-31
601377.SH,2024-06-03
601377.SH,2024-06-28
601377.SH,2024-07-01
601377.SH,2024-07-31
601377.SH,2024-08-01
601377.SH,2024-08-30
601377.SH,2024-09-02
601377.SH,2024-09-30
601377.SH,2024-10-08
601377.SH,2024-10-31
601377.SH,2024-11-01
601377.SH,2024-11-29
601377.SH,2024-12-02
601377.SH,2024-12-31
601377.SH,2025-01-02
601377.SH,2025-01-27
601377.SH,2025-02-05
601390.SH,2016-01-29
601390.SH,2016-02-29
601390.SH,2016-03-31
601390.SH,2016-04-29
601390.SH,2016-05-31
601390.SH,2016-06-30
601390.SH,2016-07-29
601390.SH,2016-08-31
601390.SH,2016-09-30
601390.SH,2016-10-31
601390.SH,2016-11-30
601390.SH,2016-12-30
601390.SH,2017-01-26
601390.SH,2017-02-28
601390.SH,2017-03-31
601390.SH,2017-04-28
601390.SH,2017-05-31
601390.SH,2017-06-30
601390.SH,2017-07-31
601390.SH,2017-08-31
601390.SH,2017-09-29
601390.SH,2017-10-31
601390.SH,2017-11-30
601390.SH,2017-12-29
601390.SH,2018-01-31
601390.SH,2018-02-28
601390.SH,2018-03-30
601390.SH,2018-04-27
601390.SH,2018-05-31
601390.SH,2018-06-29
601390.SH,2018-07-31
601390.SH,2018-08-31
601390.SH,2018-09-28
601390.SH,2018-10-31
601390.SH,2018-11-30
601390.SH,2018-12-28
601390.SH,2019-01-31
601390.SH,2019-02-28
601390.SH,2019-03-29
601390.SH,2019-04-30
601390.SH,2019-05-31
601390.SH,2019-06-28
601390.SH,2019-07-31
601390.SH,2019-08-30
601390.SH,2019-09-30
601390.SH,2019-10-31
601390.SH,2019-11-29
601390.SH,2019-12-31
601390.SH,2020-01-02
601390.SH,2020-01-23
601390.SH,2020-02-28
601390.SH,2020-03-31
601390.SH,2020-04-01
601390.SH,2020-04-30
601390.SH,2020-05-06
601390.SH,2020-05-29
601390.SH,2020-06-01
601390.SH,2020-06-03
601390.SH,2020-06-04
601390.SH,2020-06-05
601390.SH,2020-06-08
601390.SH,2020-06-30
601390.SH,2020-07-01
601390.SH,2020-07-31
601390.SH,2020-08-03
601390.SH,2020-08-31
601390.SH,2020-09-01
601390.SH,2020-09-30
601390.SH,2020-10-09
601390.SH,2020-10-30
601390.SH,2020-11-02
601390.SH,2020-11-30
601390.SH,2020-12-01
601390.SH,2020-12-31
601390.SH,2021-01-04
601390.SH,2021-01-29
601390.SH,2021-02-01
601390.SH,2021-02-26
601390.SH,2021-03-01
601390.SH,2021-03-31
601390.SH,2021-04-01
601390.SH,2021-04-30
601390.SH,2021-05-06
601390.SH,2021-05-31
601390.SH,2021-06-01
601390.SH,2021-06-30
601390.SH,2021-07-01
601390.SH,2021-07-30
601390.SH,2021-08-02
601390.SH,2021-08-31
601390.SH,2021-09-01
601390.SH,2021-09-30
601390.SH,2021-10-08
601390.SH,2021-10-29
601390.SH,2021-11-01
601390.SH,2021-11-30
601390.SH,2021-12-01
601390.SH,2021-12-31
601390.SH,2022-01-04
601390.SH,2022-01-28
601390.SH,2022-02-07
601390.SH,2022-02-28
601390.SH,2022-03-01
601390.SH,2022-03-31
601390.SH,2022-04-01
601390.SH,2022-04-29
601390.SH,2022-05-05
601390.SH,2022-05-31
601390.SH,2022-06-01
601390.SH,2022-06-30
601390.SH,2022-07-01
601390.SH,2022-07-29
601390.SH,2022-08-01
601390.SH,2022-08-31
601390.SH,2022-09-01
601390.SH,2022-09-30
601390.SH,2022-10-10
601390.SH,2022-10-31
601390.SH,2022-11-01
601390.SH,2022-11-30
601390.SH,2022-12-01
601390.SH,2022-12-30
601390.SH,2023-01-03
601390.SH,2023-01-31
601390.SH,2023-02-01
601390.SH,2023-02-28
601390.SH,2023-03-01
601390.SH,2023-03-31
601390.SH,2023-04-03
601390.SH,2023-04-28
601390.SH,2023-05-31
601390.SH,2023-06-01
601390.SH,2023-06-02
601390.SH,2023-06-30
601390.SH,2023-07-03
601390.SH,2023-07-31
601390.SH,2023-08-01
601390.SH,2023-08-31
601390.SH,2023-09-01
601390.SH,2023-09-28
601390.SH,2023-10-09
601390.SH,2023-10-31
601390.SH,2023-11-01
601390.SH,2023-11-30
601390.SH,2023-12-01
601390.SH,2023-12-29
601390.SH,2024-01-02
601390.SH,2024-01-31
601390.SH,2024-02-01
601390.SH,2024-02-29
601390.SH,2024-03-01
601390.SH,2024-03-29
601390.SH,2024-04-01
601390.SH,2024-04-30
601390.SH,2024-05-06
601390.SH,2024-05-31
601390.SH,2024-06-03
601390.SH,2024-06-28
601390.SH,2024-07-01
601390.SH,2024-07-31
601390.SH,2024-08-01
601390.SH,2024-08-30
601390.SH,2024-09-02
601390.SH,2024-09-30
601390.SH,2024-10-08
601390.SH,2024-10-31
601390.SH,2024-11-01
601390.SH,2024-11-29
601390.SH,2024-12-02
601390.SH,2024-12-31
601390.SH,2025-01-02
601390.SH,2025-01-27
601390.SH,2025-02-05
601398.SH,2016-01-29
601398.SH,2016-02-29
601398.SH,2016-03-31
601398.SH,2016-04-29
601398.SH,2016-05-31
601398.SH,2016-06-30
601398.SH,2016-07-29
601398.SH,2016-08-31
601398.SH,2016-09-30
601398.SH,2016-10-31
601398.SH,2016-11-30
601398.SH,2016-12-30
601398.SH,2017-01-26
601398.SH,2017-02-28
601398.SH,2017-03-31
601398.SH,2017-04-28
601398.SH,2017-05-31
601398.SH,2017-06-30
601398.SH,2017-07-31
601398.SH,2017-08-31
601398.SH,2017-09-29
601398.SH,2017-10-31
601398.SH,2017-11-30
601398.SH,2017-12-29
601398.SH,2018-01-31
601398.SH,2018-02-28
601398.SH,2018-03-30
601398.SH,2018-04-27
601398.SH,2018-05-31
601398.SH,2018-06-29
601398.SH,2018-07-31
601398.SH,2018-08-31
601398.SH,2018-09-28
601398.SH,2018-10-31
601398.SH,2018-11-30
601398.SH,2018-12-28
601398.SH,2019-01-31
601398.SH,2019-02-28
601398.SH,2019-03-29
601398.SH,2019-04-30
601398.SH,2019-05-31
601398.SH,2019-06-28
601398.SH,2019-07-31
601398.SH,2019-08-30
601398.SH,2019-09-30
601398.SH,2019-10-31
601398.SH,2019-11-29
601398.SH,2019-12-31
601398.SH,2020-01-02
601398.SH,2020-01-23
601398.SH,2020-02-28
601398.SH,2020-03-31
601398.SH,2020-04-01
601398.SH,2020-04-30
601398.SH,2020-05-06
601398.SH,2020-05-29
601398.SH,2020-06-01
601398.SH,2020-06-03
601398.SH,2020-06-04
601398.SH,2020-06-05
601398.SH,2020-06-08
601398.SH,2020-06-30
601398.SH,2020-07-01
601398.SH,2020-07-31
601398.SH,2020-08-03
601398.SH,2020-08-31
601398.SH,2020-09-01
601398.SH,2020-09-30
601398.SH,2020-10-09
601398.SH,2020-10-30
601398.SH,2020-11-02
601398.SH,2020-11-30
601398.SH,2020-12-01
601398.SH,2020-12-31
601398.SH,2021-01-04
601398.SH,2021-01-29
601398.SH,2021-02-01
601398.SH,2021-02-26
601398.SH,2021-03-01
601398.SH,2021-03-31
601398.SH,2021-04-01
601398.SH,2021-04-30
601398.SH,2021-05-06
601398.SH,2021-05-31
601398.SH,2021-06-01
601398.SH,2021-06-30
601398.SH,2021-07-01
601398.SH,2021-07-30
601398.SH,2021-08-02
601398.SH,2021-08-31
601398.SH,2021-09-01
601398.SH,2021-09-30
601398.SH,2021-10-08
601398.SH,2021-10-29
601398.SH,2021-11-01
601398.SH,2021-11-30
601398.SH,2021-12-01
601398.SH,2021-12-31
601398.SH,2022-01-04
601398.SH,2022-01-28
601398.SH,2022-02-07
601398.SH,2022-02-28
601398.SH,2022-03-01
601398.SH,2022-03-31
601398.SH,2022-04-01
601398.SH,2022-04-29
601398.SH,2022-05-05
601398.SH,2022-05-31
601398.SH,2022-06-01
601398.SH,2022-06-30
601398.SH,2022-07-01
601398.SH,2022-07-29
601398.SH,2022-08-01
601398.SH,2022-08-31
601398.SH,2022-09-01
601398.SH,2022-09-30
601398.SH,2022-10-10
601398.SH,2022-10-31
601398.SH,2022-11-01
601398.SH,2022-11-30
601398.SH,2022-12-01
601398.SH,2022-12-30
601398.SH,2023-01-03
601398.SH,2023-01-31
601398.SH,2023-02-01
601398.SH,2023-02-28
601398.SH,2023-03-01
601398.SH,2023-03-31
601398.SH,2023-04-03
601398.SH,2023-04-28
601398.SH,2023-05-31
601398.SH,2023-06-01
601398.SH,2023-06-02
601398.SH,2023-06-30
601398.SH,2023-07-03
601398.SH,2023-07-31
601398.SH,2023-08-01
601398.SH,2023-08-31
601398.SH,2023-09-01
601398.SH,2023-09-28
601398.SH,2023-10-09
601398.SH,2023-10-31
601398.SH,2023-11-01
601398.SH,2023-11-30
601398.SH,2023-12-01
601398.SH,2023-12-29
601398.SH,2024-01-02
601398.SH,2024-01-31
601398.SH,2024-02-01
601398.SH,2024-02-29
601398.SH,2024-03-01
601398.SH,2024-03-29
601398.SH,2024-04-01
601398.SH,2024-04-30
601398.SH,2024-05-06
601398.SH,2024-05-31
601398.SH,2024-06-03
601398.SH,2024-06-28
601398.SH,2024-07-01
601398.SH,2024-07-31
601398.SH,2024-08-01
601398.SH,2024-08-30
601398.SH,2024-09-02
601398.SH,2024-09-30
601398.SH,2024-10-08
601398.SH,2024-10-31
601398.SH,2024-11-01
601398.SH,2024-11-29
601398.SH,2024-12-02
601398.SH,2024-12-31
601398.SH,2025-01-02
601398.SH,2025-01-27
601398.SH,2025-02-05
601555.SH,2016-01-29
601555.SH,2016-02-29
601555.SH,2016-03-31
601555.SH,2016-04-29
601555.SH,2016-05-31
601555.SH,2016-06-30
601555.SH,2016-07-29
601555.SH,2016-08-31
601555.SH,2016-09-30
601555.SH,2016-10-31
601555.SH,2016-11-30
601555.SH,2016-12-30
601555.SH,2017-01-26
601555.SH,2017-02-28
601555.SH,2017-03-31
601555.SH,2017-04-28
601555.SH,2017-05-31
601555.SH,2017-06-30
601555.SH,2017-07-31
601555.SH,2017-08-31
601555.SH,2017-09-29
601555.SH,2017-10-31
601555.SH,2017-11-30
601555.SH,2017-12-29
601555.SH,2018-01-31
601555.SH,2018-02-28
601555.SH,2018-03-30
601555.SH,2018-04-27
601555.SH,2018-05-31
601555.SH,2018-06-29
601555.SH,2018-07-31
601555.SH,2018-08-31
601555.SH,2018-09-28
601555.SH,2018-10-31
601555.SH,2018-11-30
601555.SH,2018-12-28
601555.SH,2019-01-31
601555.SH,2019-02-28
601555.SH,2019-03-29
601555.SH,2019-04-30
601555.SH,2019-05-31
601555.SH,2019-06-28
601555.SH,2019-07-31
601555.SH,2019-08-30
601555.SH,2019-09-30
601555.SH,2019-10-31
601555.SH,2019-11-29
601555.SH,2019-12-31
601555.SH,2020-01-02
601555.SH,2020-01-23
601555.SH,2020-02-28
601555.SH,2020-03-31
601555.SH,2020-04-01
601555.SH,2020-04-30
601555.SH,2020-05-06
601555.SH,2020-05-29
601555.SH,2020-06-01
601555.SH,2020-06-03
601555.SH,2020-06-04
601555.SH,2020-06-05
601555.SH,2020-06-08
601555.SH,2020-06-30
601555.SH,2020-07-01
601555.SH,2020-07-31
601555.SH,2020-08-03
601555.SH,2020-08-31
601555.SH,2020-09-01
601555.SH,2020-09-30
601555.SH,2020-10-09
601555.SH,2020-10-30
601555.SH,2020-11-02
601555.SH,2020-11-30
601555.SH,2020-12-01
601555.SH,2020-12-31
601555.SH,2021-01-04
601555.SH,2021-01-29
601555.SH,2021-02-01
601555.SH,2021-02-26
601555.SH,2021-03-01
601555.SH,2021-03-31
601555.SH,2021-04-01
601555.SH,2021-04-30
601555.SH,2021-05-06
601555.SH,2021-05-31
601555.SH,2021-06-01
601555.SH,2021-06-30
601555.SH,2021-07-01
601555.SH,2021-07-30
601555.SH,2021-08-02
601555.SH,2021-08-31
601555.SH,2021-09-01
601555.SH,2021-09-30
601555.SH,2021-10-08
601555.SH,2021-10-29
601555.SH,2021-11-01
601555.SH,2021-11-30
601555.SH,2021-12-01
601577.SH,2019-06-28
601577.SH,2019-07-31
601577.SH,2019-08-30
601577.SH,2019-09-30
601577.SH,2019-10-31
601577.SH,2019-11-29
601577.SH,2019-12-31
601577.SH,2020-01-02
601577.SH,2020-01-23
601577.SH,2020-02-28
601577.SH,2020-03-31
601577.SH,2020-04-01
601577.SH,2020-04-30
601577.SH,2020-05-06
601577.SH,2020-05-29
601577.SH,2020-06-01
601577.SH,2020-06-03
601577.SH,2020-06-04
601577.SH,2020-06-05
601577.SH,2020-06-08
601577.SH,2020-06-30
601577.SH,2020-07-01
601577.SH,2020-07-31
601577.SH,2020-08-03
601577.SH,2020-08-31
601577.SH,2020-09-01
601577.SH,2020-09-30
601577.SH,2020-10-09
601577.SH,2020-10-30
601577.SH,2020-11-02
601577.SH,2020-11-30
601577.SH,2020-12-01
601577.SH,2020-12-31
601577.SH,2021-01-04
601577.SH,2021-01-29
601577.SH,2021-02-01
601577.SH,2021-02-26
601577.SH,2021-03-01
601577.SH,2021-03-31
601577.SH,2021-04-01
601577.SH,2021-04-30
601577.SH,2021-05-06
601577.SH,2021-05-31
601577.SH,2021-06-01
601600.SH,2016-01-29
601600.SH,2016-02-29
601600.SH,2016-03-31
601600.SH,2016-04-29
601600.SH,2016-05-31
601600.SH,2016-06-30
601600.SH,2016-07-29
601600.SH,2016-08-31
601600.SH,2016-09-30
601600.SH,2016-10-31
601600.SH,2016-11-30
601600.SH,2016-12-30
601600.SH,2017-01-26
601600.SH,2017-02-28
601600.SH,2017-03-31
601600.SH,2017-04-28
601600.SH,2017-05-31
601600.SH,2017-06-30
601600.SH,2017-07-31
601600.SH,2017-08-31
601600.SH,2017-09-29
601600.SH,2017-10-31
601600.SH,2017-11-30
601600.SH,2017-12-29
601600.SH,2018-01-31
601600.SH,2018-02-28
601600.SH,2018-03-30
601600.SH,2018-04-27
601600.SH,2018-05-31
601600.SH,2018-06-29
601600.SH,2018-07-31
601600.SH,2018-08-31
601600.SH,2018-09-28
601600.SH,2018-10-31
601600.SH,2018-11-30
601600.SH,2018-12-28
601600.SH,2019-01-31
601600.SH,2019-02-28
601600.SH,2019-03-29
601600.SH,2019-04-30
601600.SH,2019-05-31
601600.SH,2019-06-28
601600.SH,2019-07-31
601600.SH,2019-08-30
601600.SH,2019-09-30
601600.SH,2019-10-31
601600.SH,2019-11-29
601600.SH,2019-12-31
601600.SH,2020-01-02
601600.SH,2020-01-23
601600.SH,2020-02-28
601600.SH,2020-03-31
601600.SH,2020-04-01
601600.SH,2020-04-30
601600.SH,2020-05-06
601600.SH,2020-05-29
601600.SH,2020-06-01
601600.SH,2020-06-03
601600.SH,2020-06-04
601600.SH,2020-06-05
601600.SH,2020-06-08
601600.SH,2020-06-30
601600.SH,2020-07-01
601600.SH,2020-07-31
601600.SH,2020-08-03
601600.SH,2020-08-31
601600.SH,2020-09-01
601600.SH,2020-09-30
601600.SH,2020-10-09
601600.SH,2020-10-30
601600.SH,2020-11-02
601600.SH,2020-11-30
601600.SH,2020-12-01
601600.SH,2020-12-31
601600.SH,2021-01-04
601600.SH,2021-01-29
601600.SH,2021-02-01
601600.SH,2021-02-26
601600.SH,2021-03-01
601600.SH,2021-03-31
601600.SH,2021-04-01
601600.SH,2021-04-30
601600.SH,2021-05-06
601600.SH,2021-05-31
601600.SH,2021-06-01
601600.SH,2021-06-30
601600.SH,2021-07-01
601600.SH,2021-07-30
601600.SH,2021-08-02
601600.SH,2021-08-31
601600.SH,2021-09-01
601600.SH,2021-09-30
601600.SH,2021-10-08
601600.SH,2021-10-29
601600.SH,2021-11-01
601600.SH,2021-11-30
601600.SH,2021-12-01
601600.SH,2021-12-31
601600.SH,2022-01-04
601600.SH,2022-01-28
601600.SH,2022-02-07
601600.SH,2022-02-28
601600.SH,2022-03-01
601600.SH,2022-03-31
601600.SH,2022-04-01
601600.SH,2022-04-29
601600.SH,2022-05-05
601600.SH,2022-05-31
601600.SH,2022-06-01
601600.SH,2022-06-30
601600.SH,2022-07-01
601600.SH,2022-07-29
601600.SH,2022-08-01
601600.SH,2022-08-31
601600.SH,2022-09-01
601600.SH,2022-09-30
601600.SH,2022-10-10
601600.SH,2022-10-31
601600.SH,2022-11-01
601600.SH,2022-11-30
601600.SH,2022-12-01
601600.SH,2022-12-30
601600.SH,2023-01-03
601600.SH,2023-01-31
601600.SH,2023-02-01
601600.SH,2023-02-28
601600.SH,2023-03-01
601600.SH,2023-03-31
601600.SH,2023-04-03
601600.SH,2023-04-28
601600.SH,2023-05-31
601600.SH,2023-06-01
601600.SH,2023-06-02
601600.SH,2023-06-30
601600.SH,2023-07-03
601600.SH,2023-07-31
601600.SH,2023-08-01
601600.SH,2023-08-31
601600.SH,2023-09-01
601600.SH,2023-09-28
601600.SH,2023-10-09
601600.SH,2023-10-31
601600.SH,2023-11-01
601600.SH,2023-11-30
601600.SH,2023-12-01
601600.SH,2023-12-29
601600.SH,2024-01-02
601600.SH,2024-01-31
601600.SH,2024-02-01
601600.SH,2024-02-29
601600.SH,2024-03-01
601600.SH,2024-03-29
601600.SH,2024-04-01
601600.SH,2024-04-30
601600.SH,2024-05-06
601600.SH,2024-05-31
601600.SH,2024-06-03
601600.SH,2024-06-28
601600.SH,2024-07-01
601600.SH,2024-07-31
601600.SH,2024-08-01
601600.SH,2024-08-30
601600.SH,2024-09-02
601600.SH,2024-09-30
601600.SH,2024-10-08
601600.SH,2024-10-31
601600.SH,2024-11-01
601600.SH,2024-11-29
601600.SH,2024-12-02
601600.SH,2024-12-31
601600.SH,2025-01-02
601600.SH,2025-01-27
601600.SH,2025-02-05
601601.SH,2016-01-29
601601.SH,2016-02-29
601601.SH,2016-03-31
601601.SH,2016-04-29
601601.SH,2016-05-31
601601.SH,2016-06-30
601601.SH,2016-07-29
601601.SH,2016-08-31
601601.SH,2016-09-30
601601.SH,2016-10-31
601601.SH,2016-11-30
601601.SH,2016-12-30
601601.SH,2017-01-26
601601.SH,2017-02-28
601601.SH,2017-03-31
601601.SH,2017-04-28
601601.SH,2017-05-31
601601.SH,2017-06-30
601601.SH,2017-07-31
601601.SH,2017-08-31
601601.SH,2017-09-29
601601.SH,2017-10-31
601601.SH,2017-11-30
601601.SH,2017-12-29
601601.SH,2018-01-31
601601.SH,2018-02-28
601601.SH,2018-03-30
601601.SH,2018-04-27
601601.SH,2018-05-31
601601.SH,2018-06-29
601601.SH,2018-07-31
601601.SH,2018-08-31
601601.SH,2018-09-28
601601.SH,2018-10-31
601601.SH,2018-11-30
601601.SH,2018-12-28
601601.SH,2019-01-31
601601.SH,2019-02-28
601601.SH,2019-03-29
601601.SH,2019-04-30
601601.SH,2019-05-31
601601.SH,2019-06-28
601601.SH,2019-07-31
601601.SH,2019-08-30
601601.SH,2019-09-30
601601.SH,2019-10-31
601601.SH,2019-11-29
601601.SH,2019-12-31
601601.SH,2020-01-02
601601.SH,2020-01-23
601601.SH,2020-02-28
601601.SH,2020-03-31
601601.SH,2020-04-01
601601.SH,2020-04-30
601601.SH,2020-05-06
601601.SH,2020-05-29
601601.SH,2020-06-01
601601.SH,2020-06-03
601601.SH,2020-06-04
601601.SH,2020-06-05
601601.SH,2020-06-08
601601.SH,2020-06-30
601601.SH,2020-07-01
601601.SH,2020-07-31
601601.SH,2020-08-03
601601.SH,2020-08-31
601601.SH,2020-09-01
601601.SH,2020-09-30
601601.SH,2020-10-09
601601.SH,2020-10-30
601601.SH,2020-11-02
601601.SH,2020-11-30
601601.SH,2020-12-01
601601.SH,2020-12-31
601601.SH,2021-01-04
601601.SH,2021-01-29
601601.SH,2021-02-01
601601.SH,2021-02-26
601601.SH,2021-03-01
601601.SH,2021-03-31
601601.SH,2021-04-01
601601.SH,2021-04-30
601601.SH,2021-05-06
601601.SH,2021-05-31
601601.SH,2021-06-01
601601.SH,2021-06-30
601601.SH,2021-07-01
601601.SH,2021-07-30
601601.SH,2021-08-02
601601.SH,2021-08-31
601601.SH,2021-09-01
601601.SH,2021-09-30
601601.SH,2021-10-08
601601.SH,2021-10-29
601601.SH,2021-11-01
601601.SH,2021-11-30
601601.SH,2021-12-01
601601.SH,2021-12-31
601601.SH,2022-01-04
601601.SH,2022-01-28
601601.SH,2022-02-07
601601.SH,2022-02-28
601601.SH,2022-03-01
601601.SH,2022-03-31
601601.SH,2022-04-01
601601.SH,2022-04-29
601601.SH,2022-05-05
601601.SH,2022-05-31
601601.SH,2022-06-01
601601.SH,2022-06-30
601601.SH,2022-07-01
601601.SH,2022-07-29
601601.SH,2022-08-01
601601.SH,2022-08-31
601601.SH,2022-09-01
601601.SH,2022-09-30
601601.SH,2022-10-10
601601.SH,2022-10-31
601601.SH,2022-11-01
601601.SH,2022-11-30
601601.SH,2022-12-01
601601.SH,2022-12-30
601601.SH,2023-01-03
601601.SH,2023-01-31
601601.SH,2023-02-01
601601.SH,2023-02-28
601601.SH,2023-03-01
601601.SH,2023-03-31
601601.SH,2023-04-03
601601.SH,2023-04-28
601601.SH,2023-05-31
601601.SH,2023-06-01
601601.SH,2023-06-02
601601.SH,2023-06-30
601601.SH,2023-07-03
601601.SH,2023-07-31
601601.SH,2023-08-01
601601.SH,2023-08-31
601601.SH,2023-09-01
601601.SH,2023-09-28
601601.SH,2023-10-09
601601.SH,2023-10-31
601601.SH,2023-11-01
601601.SH,2023-11-30
601601.SH,2023-12-01
601601.SH,2023-12-29
601601.SH,2024-01-02
601601.SH,2024-01-31
601601.SH,2024-02-01
601601.SH,2024-02-29
601601.SH,2024-03-01
601601.SH,2024-03-29
601601.SH,2024-04-01
601601.SH,2024-04-30
601601.SH,2024-05-06
601601.SH,2024-05-31
601601.SH,2024-06-03
601601.SH,2024-06-28
601601.SH,2024-07-01
601601.SH,2024-07-31
601601.SH,2024-08-01
601601.SH,2024-08-30
601601.SH,2024-09-02
601601.SH,2024-09-30
601601.SH,2024-10-08
601601.SH,2024-10-31
601601.SH,2024-11-01
601601.SH,2024-11-29
601601.SH,2024-12-02
601601.SH,2024-12-31
601601.SH,2025-01-02
601601.SH,2025-01-27
601601.SH,2025-02-05
601607.SH,2016-01-29
601607.SH,2016-02-29
601607.SH,2016-03-31
601607.SH,2016-04-29
601607.SH,2016-05-31
601607.SH,2016-06-30
601607.SH,2016-07-29
601607.SH,2016-08-31
601607.SH,2016-09-30
601607.SH,2016-10-31
601607.SH,2016-11-30
601607.SH,2016-12-30
601607.SH,2017-01-26
601607.SH,2017-02-28
601607.SH,2017-03-31
601607.SH,2017-04-28
601607.SH,2017-05-31
601607.SH,2017-06-30
601607.SH,2017-07-31
601607.SH,2017-08-31
601607.SH,2017-09-29
601607.SH,2017-10-31
601607.SH,2017-11-30
601607.SH,2017-12-29
601607.SH,2018-01-31
601607.SH,2018-02-28
601607.SH,2018-03-30
601607.SH,2018-04-27
601607.SH,2018-05-31
601607.SH,2018-06-29
601607.SH,2018-07-31
601607.SH,2018-08-31
601607.SH,2018-09-28
601607.SH,2018-10-31
601607.SH,2018-11-30
601607.SH,2018-12-28
601607.SH,2019-01-31
601607.SH,2019-02-28
601607.SH,2019-03-29
601607.SH,2019-04-30
601607.SH,2019-05-31
601607.SH,2019-06-28
601607.SH,2019-07-31
601607.SH,2019-08-30
601607.SH,2019-09-30
601607.SH,2019-10-31
601607.SH,2019-11-29
601607.SH,2019-12-31
601607.SH,2020-01-02
601607.SH,2020-01-23
601607.SH,2020-02-28
601607.SH,2020-03-31
601607.SH,2020-04-01
601607.SH,2020-04-30
601607.SH,2020-05-06
601607.SH,2020-05-29
601607.SH,2020-06-01
601607.SH,2020-06-03
601607.SH,2020-06-04
601607.SH,2020-06-05
601607.SH,2020-06-08
601607.SH,2020-06-30
601607.SH,2020-07-01
601607.SH,2020-07-31
601607.SH,2020-08-03
601607.SH,2020-08-31
601607.SH,2020-09-01
601607.SH,2020-09-30
